orderNumber,GTIN13/GTIN12,Numéro de la plaque signalétique (Bare Tool),Nom du Produit,Description du matériel (SAP),Groupe d'utilisateurs,Marque,Catégorie de produit Dernier Niveau Description 4,Catégorie de produit Chemin d’accès Description 4,Type de produit,Ligne de produits,Positionnement (description succincte),Description longue 2,Caractéristique 1,Avantages 1,Avantages 2,Avantages 3,Avantages 4,Avantages 5,Avantages 6,Avantages 7,Avantages 8,Avantages 9,Avantages 10,Application/Domaine d'application 1,Application/Domaine d'application 2,Application/Domaine d'application 3,Application/Domaine d'application 4,Application/Domaine d'application 5,Désignation commerciale,"Précision de mesure, typ.",Titre application,Dimensions de l’outil (largeur x longueur x hauteur),"Précision de mesure**, valeur","Précision de mesure**, signe","Portée, de",Poids env.,Niveau d'utilisation,Plage de mesure,"Portée, jusqu’à",Matériaux,"Perçage, Ø",Poids (sans batterie),Incertitude K,"Régime à vide, jusqu’à",Régime à vide,Niveau de bruit,Ø de la meule,Filetage de la broche,Tension de la batterie,Niveau de pression acoustique,"Régime à vide, de",Niveau de puissance acoustique,"Fréquence de frappe, jusqu’à",Informations complémentaires sur la version courte,Segment mailing,Ø des vis,"Régime à vide, 1ère vitesse, de",Fréquence de frappe (1ère vitesse),Sans-fil/filaire,Fréquence de frappe (2ème vitesse),"Régime à vide, 2ème vitesse, de",Ø pince de serrage standard,Couple maxi,"Régime à vide, 2ème vitesse, jusqu’à","Régime à vide, 1ère vitesse, jusqu’à",Régime à vide (1ère vitesse),Fréquence de frappe,Régime à vide (2ème vitesse),"Fréquence de frappe, de",Présélections de couple,"Palage de serrage du mandrin, min.","Régime à vide, vitesse 1, jusqu’à","Régime à vide, vitesse 1, à partir de","Plage de serrage du mandrin, max.","Plage de serrage du mandrin, min./max.","Régime à vide, vitesse 2, à partir de","Plage de travail, env.",Filetage du trépied,Type de batterie,Étanchéité à l'eau et à la poussière,"Plage de travail, valeur",Température de service,Longueur x largeur x hauteur,Précision angulaire,"Température de service, jusqu’à","Température de stockage, de",Grossissement,Précision de mise à niveau,"Température de service, de",Température de stockage,"Température de stockage, jusqu’à",Fréquence de frappe (3ème vitesse),"Plage de réglage de couple, maxi 1ère vitesse",Régime à vide (3ème vitesse),"Plage de réglage de couple, mini, 3e vitesse","Plage de réglage de couple, mini 2ème vitesse","Plage de réglage de couple, maxi, 3e vitesse","Plage de réglage de couple, mini 1ère vitesse","Plage de réglage de couple, maxi 2ème vitesse","Plage de réglage de couple, mini/maxi, 3e vitesse","Couple de décollement, maxi","Plage de réglage de couple, mini/maxi, 2e vitesse","Plage de réglage de couple, mini/maxi, 1re vitesse",Temps de charge à 100 %,Temps de charge à 80 %,Capacité de la batterie,Prise de charge USB,Ø de perçage maxi. dans l'acier,Niveaux supplémentaires,Ø de vissage maxi.,Couple (tendre/dur/maxi),Ø de perçage maxi. dans le bois,Régime à vide (1ère vitesse / 2ème vitesse),Positions de présélection de couple (nombre),Couple (vissage en douceur),Couple (vissage en force),"Régime à vide, vitesse 2, jusqu’à","Couple maxi. (vissage en force, vissage en douceur), à",Temps de charge,Echelle de comparaison,Couple maxi. vissage tendre/dur,Mandrin de perçage,Spectre d'applications,"Couple maxi. (vissage en force, vissage en douceur), de",Image produit 1,Image produit 2,Image produit 3,Image produit 4,Image produit Fourniture 1,Image produit Emballage 1,Image dimensions du produit 1,Image dimensions du produit 2,Image d’application 1,Image d’application 2,Image d’application 3,Image d’application 4,Image caractéristique 1,Image caractéristique 2,Icône 1,Icône 2,Icône 3,Icône 4,Icône 5,Icône 6,Icône 7,Icône 8,Notice d’utilisation Europe de l’Ouest 1,Déclaration de garantie 2,Nom de fichier de la fiche technique du produit,Fiche technique du produit,Lien vers page détaillée du produit,Lien vers collection vidéo,Lien pour visualisation vidéo 1,Code Embed de la vidéo 1,Lien Youtube de la vidéo 1,Lien pour Download de la vidéo 1,Nom de fichier de la vidéo 1,Dépendance de langue de la vidéo 1
1600A02PZ6,4059952648378,,Zamo - Adaptateur mètre ruban,Adaptateur mètre ruban Zamo NEW,DIY,Bosch,,,Accessoires divers,GT HOME,"Mesure précise de distances jusqu’à 1,5 m","Très pratique, l’adaptateur mètre ruban permet de mesurer facilement et avec précision des distances, des objets et des circonférences jusqu’à 1,5 m. Facile à utiliser, il se fixe sans effort sur le télémètre Zamo et se retire tout aussi facilement.",,"Pour mesurer des distances et objets jusqu’à 1,5 m",Idéal pour mesurer des circonférences et des objets,Facile à fixer et à retirer du télémètre Zamo,"Dispose de caractéristiques écoresponsables, voir ci-dessous pour plus de détails",,,,,,,,,,,,Zamo Tape Adapter,"± 1,0 mm","Mesure précise de distances jusqu’à 1,5 m",34 x 38 x 22 mm,"1,0 mm",±,"0,005 m","0,028 kg",Easy,"0,01 – 1,50 m","1,500 m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://rbptdcl.azurefd.net/media/fr-FR/1600A02PZ6-Zamo---Tape-Adapter-fr-FR-o419391v288-279107-2000x2000-px.png,https://rbptdcl.azurefd.net/media/fr-FR/1600A02PZ6-Zamo---Tape-Adapter-fr-FR-o416796v288-Zamo-Tape-Adapter-sos-1600A02PZ6.png,https://rbptdcl.azurefd.net/media/fr-FR/1600A02PZ6-Zamo---Tape-Adapter-fr-FR-o419395v288-279137-2000x2000-px.png,https://rbptdcl.azurefd.net/media/fr-FR/1600A02PZ6-Zamo---Tape-Adapter-fr-FR-o419394v288-279136-2000x2000-px.png,,,,,https://rbptdcl.azurefd.net/media/fr-FR/1600A02PZ6-Zamo---Tape-Adapter-fr-FR-o318413v288-zamo-mit-tapeadapter-bosch-diy.png,https://rbptdcl.azurefd.net/media/fr-FR/1600A02PZ6-Zamo---Tape-Adapter-fr-FR-o318407v288-zamo-lapenschirm-ausmessen-bosch-diy.png,https://rbptdcl.azurefd.net/media/fr-FR/1600A02PZ6-Zamo---Tape-Adapter-fr-FR-o318409v288-zamo-massband-fuer-freistehende-objekte2-bosch-diy.png,,https://rbptdcl.azurefd.net/media/fr-FR/1600A02PZ6-Circumference-measurement-fr-FR-o329244v288-Bosch-MT-Icon-Web-CIRCUMFERENCES.png,https://rbptdcl.azurefd.net/media/fr-FR/1600A02PZ6-Circumference-measurement-fr-FR-o329244v117-Bosch-MT-Icon-Web-CIRCUMFERENCES.jpg,https://rbptdcl.azurefd.net/media/fr-FR/1600A02PZ6-Zamo---Tape-Adapter-fr-FR-o419445v288-Green-Facts-Bubble-Bosch-Green-50-2000x2000px.png,,,,,,,,,,,,,https://mycliplister.com/play/166608/1df290c5668b53ccf9da118153b925cfdacbccbbbddd2290a6e1cdf3a0c10994188e50683e0f421c4542f3f9de3a23d0a,https://mycliplister.com/play/166608/1df290c5668b53ccf9da118153b925cfda6d160bb406fb81090e9fefcd93eb6ff5d47a7e28cbfa95fb359e3a2e2d6cd5e,"<div id=""viewer"" style=""height:100%;width:100%;position:absolute;""></div><script src=""https://mycliplister.com/merge?cliplister=1.6&clviewer=1.26&videostage=1.18&innercontrols=1.7&clickablevideo=1.4&playbutton=1.1&previewimage=1.4&bufferingspinner=1.5""></script><script>var cliplisterBrandChannelVideo = new Cliplister.Viewer({parentId: ""viewer"",customer: 166608,languages: [""fr""],assets: [""4059952648378""],keyType: 0,fsk: 16,stage: {width: ""100%"",aspectRatio: ""asset""},plugins: {InnerControls: {layer: 2,id: ""controls"",blacklist: [""share"", ""playback-speed"", ""quality""],template: {type: ""external"",source: ""https://mycliplister.com/static/viewer/assets/skins/default/controls.html""}},ClickableVideo: {layer: 1},BufferingSpinner: {layer: 3,width: 50,height: 50},PlayButton: {id: ""playButton"",layer: 7,image: ""https://mycliplister.com/static/viewer/assets/skins/default/playButton.png"",width: 100,height: 100},PreviewImage: {layer: 6}}})</script>",https://www.youtube.com/watch?v=Xl0aZoH3au0,https://mycliplister.com/dlc/166608/117278061e8a1ee2970f2fea41ffa67367dd795d1bb7136f2e50d730e699aa66ce6d19d935e81e38f71e3f02049e2f584906aa3e186d930c17817d9b73168ef9eadf89b45ef7b25fd5aa7c4983ab3a11f,BOSCH_Zamo3_CutDownPreRoll_TapeAdapter_FRA.mp4,yes
1600A02590,4059952591667,,pour GSR/GSB 18V-150 C,L-Boxx Inlay GSR/GSB 18V-150,PRO,Bosch,,,Calages pour rangement des outils,,Calage pleine largeur pour un rangement d’outil sûr et ordonné,,,Calage pleine largeur pour le rangement sûr et ordonné des perceuses-visseuses GSR/GSB 18V-150 C Professional,"Compatible avec le coffret L-BOXX 136, permet une utilisation optimale de la place à disposition",,,,,,,,,,,,,,for GSR/GSB 18V-150,,,,,,,,,,,PS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://rbptdcl.azurefd.net/media/fr-FR/1600A02590-L-BOXX-Inlay-GSRGSB-18V-150-C-fr-FR-o371844v117-L-Boxx-Inlay-GSR-18V-150-C-GSB-18V-150-C.jpg,https://rbptdcl.azurefd.net/media/fr-FR/1600A02590-L-BOXX-Inlay-GSRGSB-18V-150-C-fr-FR-o371844v117-L-Boxx-Inlay-GSR-18V-150-C-GSB-18V-150-C.jpg,,,https://rbptdcl.azurefd.net/media/fr-FR/1600A02590-L-BOXX-Inlay-GSRGSB-18V-150-C-fr-FR-o371844v117-L-Boxx-Inlay-GSR-18V-150-C-GSB-18V-150-C.jpg,,,,https://rbptdcl.azurefd.net/media/fr-FR/1600A02590-L-BOXX-Inlay-GSRGSB-18V-150-C-fr-FR-o175447v117-Mobility-Terrasse-02-01-V02.jpg,https://rbptdcl.azurefd.net/media/fr-FR/1600A02590-L-BOXX-Inlay-GSRGSB-18V-150-C-fr-FR-o175452v117-Mobility-Tisch-01.jpg,https://rbptdcl.azurefd.net/media/fr-FR/1600A02590-L-BOXX-Inlay-GSRGSB-18V-150-C-fr-FR-o74132v117-L-BOXX-Inlay372.jpg,https://rbptdcl.azurefd.net/media/fr-FR/1600A02590-L-BOXX-Inlay-GSRGSB-18V-150-C-fr-FR-o479679v117-AMPShare-Snippet-BBA-2025-01-4C-4-column.jpg,,,,,,,,,,,,,,,,,,,,,,
06019N9002,4053423323818,3601JN9002,GWS 18V-8,"GWS 18V-8, 2x4,0Ah, GAL18V-40, L-Boxx",PRO,Bosch,"More power, perfect handling and longer runtime for every job. Whether you want to cut, grind, deburr or simply drill into metal – the right tool for any application is available in the professional power tools range for metalworking from Bosch.","||More power, perfect handling and longer runtime for every job. Whether you want to cut, grind, deburr or simply drill into metal – the right tool for any application is available in the professional power tools range for metalworking from Bosch.",Cordless Angle Grinder,,"Compact and swift, exceptional for everyday cutting tasks",,,"Convenient to use due to compact, lightweight design",Boosts productivity thanks to fastest cutting performance for light applications,Get more done on less recharges thanks to optimized runtime per charge,More control and comfort with a new and improved sleek ergonomic grip,Dust-free work thanks to metal flange compatibility with Bosch dust extractors,,,,,,,,,,,GWS 18V-8,,,,,,,,,,,,"22,230","1,600","3,0","11 000,0","11,000 rpm",The A-rated noise level of the power tool is typically as follows: Sound pressure level dB(A); Sound power level dB(A). Uncertainty K= 3 dB.,"125,0",M14,18.0 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://rbptdcl.azurefd.net/media/fr-FR/06019N9002-GWS-18V-8-fr-FR-o459391v117-GWS-18V-8-4Ah-Dyn.jpg,https://rbptdcl.azurefd.net/media/fr-FR/06019N9002-GWS-18V-8-fr-FR-o459391v117-GWS-18V-8-4Ah-Dyn.jpg,,,https://rbptdcl.azurefd.net/media/fr-FR/06019N9002-GWS-18V-8-fr-FR-o470394v117-GWS-18V-8-SoS-8.jpg,,https://rbptdcl.azurefd.net/media/fr-FR/06019N9002-GWS-18V-8-fr-FR-o470344v117-GWS-18V-8-dyn-dimensional.jpg,https://rbptdcl.azurefd.net/media/fr-FR/06019N9002-GWS-18V-8-fr-FR-o470344v117-GWS-18V-8-dyn-dimensional.jpg,https://rbptdcl.azurefd.net/media/fr-FR/06019N9002-GWS-18V-8-fr-FR-o476928v117-BoschGWS18V-8Close-up02.jpg,https://rbptdcl.azurefd.net/media/fr-FR/06019N9002-GWS-18V-8-fr-FR-o476933v117-BoschGWS18V-8KV03.jpg,https://rbptdcl.azurefd.net/media/fr-FR/06019N9002-GWS-18V-8-fr-FR-o479679v117-AMPShare-Snippet-BBA-2025-01-4C-4-column.jpg,https://rbptdcl.azurefd.net/media/fr-FR/06019N9002-GWS-18V-8-fr-FR-o476936v117-BoschGWS18V-8KV04.jpg,,,https://rbptdcl.azurefd.net/media/fr-FR/06019N9002-GWS-18V-8-fr-FR-o133294v117-Bosch-BI-Icon-Brushless-Motor.jpg,https://rbptdcl.azurefd.net/media/fr-FR/06019N9002-GWS-18V-8-fr-FR-o210154v117-Bosch-BI-Icon-KickbackControl.jpg,https://rbptdcl.azurefd.net/media/fr-FR/06019N9002-GWS-18V-8-fr-FR-o236057v117-Bosch-BI-Icon-Restart-Protection.jpg,https://rbptdcl.azurefd.net/media/fr-FR/06019N9002-GWS-18V-8-fr-FR-o303403v117-lv-177202-13-lv-303403-13-Bosch-Bl-Icon-Soft-Start.jpg,https://rbptdcl.azurefd.net/media/fr-FR/06019N9002-GWS-18V-8-fr-FR-o246663v117-Bosch-BI-Icon-Overlo44D611.jpg,https://rbptdcl.azurefd.net/media/fr-FR/06019N9002-GWS-18V-8-fr-FR-o379483v117-379483.jpg,,,https://rbptdcl.azurefd.net/media/fr-FR/06019N9002-GWS-18V-8-fr-FR-o479069v21-160992A9M4-202408.pdf,https://rbptdcl.azurefd.net/media/fr-FR/06019N9002-GWS-18V-8-fr-FR-o375650v21-1600A02CK5-202112.pdf,gws-18v-8.pdf,https://www.bosch-professional.com/fr/fr/pdf/productdata/gws-18v-8-sheet.pdf?productSku=06019N9002,https://www.bosch-professional.com/fr/fr/products/gws-18v-8-06019N9002,,,,,,,
1600Z00009,3165140608060,,FSN VEL (connecting piece),FSN VEL Elément de fixation,PRO,Bosch,Unmatched endurance coupled with reliability and class-leading performance. Our Heavy Duty products are powered by innovation and technology engineered to outlast.,||Unmatched endurance coupled with reliability and class-leading performance. Our Heavy Duty products are powered by innovation and technology engineered to outlast.,System Accessories,GT PRO,Fast and precise connection of guiderails,,,Intuitive locking mechanism makes joining guiderails fast and easy,"Eccentric locking device is self-aligning, enabling very accurate results",Sturdy design and strong locking fit deliver reliable work through one guiderail to another,,,,,,,,Construction,Joiners and carpenters,,,,FSN VEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://rbptdcl.azurefd.net/media/fr-FR/1600Z00009-FSN-VEL-connecting-piece-fr-FR-o85696v117-FSN-VEL.jpg,https://rbptdcl.azurefd.net/media/fr-FR/1600Z00009-FSN-VEL-connecting-piece-fr-FR-o85696v117-FSN-VEL.jpg,,,https://rbptdcl.azurefd.net/media/fr-FR/1600Z00009-FSN-VEL-connecting-piece-fr-FR-o376045v117-FSN-VEL-connecting-piece-sos-F4-1600Z00009.jpg,,,,,,,,,,,,,,,,,,,,fsn-vel-element-de-fixation-.pdf,https://www.bosch-professional.com/fr/fr/pdf/productdata/fsn-vel-element-de-fixation--sheet.pdf?productSku=1600Z00009,https://www.bosch-professional.com/fr/fr/products/fsn-vel-element-de-fixation-1600Z00009,https://mycliplister.com/play/166608/1dbe403f8bba3d691bd970044de632f57523860da263f408ed7570fab489436c36686338757eaac87d769a0010d9a3c89,https://mycliplister.com/play/166608/1dbe403f8bba3d691bd970044de632f5721ce1821d169885594d5dfa0e73ad096a3ecf9c8616ada4a4b7a08d170de6d0c,"<div id=""viewer"" style=""height:100%;width:100%;position:absolute;""></div><script src=""https://mycliplister.com/merge?cliplister=1.6&clviewer=1.26&videostage=1.18&innercontrols=1.7&clickablevideo=1.4&playbutton=1.1&previewimage=1.4&bufferingspinner=1.5""></script><script>var cliplisterBrandChannelVideo = new Cliplister.Viewer({parentId: ""viewer"",customer: 166608,languages: [""fr""],assets: [""3165140608060""],keyType: 0,fsk: 16,stage: {width: ""100%"",aspectRatio: ""asset""},plugins: {InnerControls: {layer: 2,id: ""controls"",blacklist: [""share"", ""playback-speed"", ""quality""],template: {type: ""external"",source: ""https://mycliplister.com/static/viewer/assets/skins/default/controls.html""}},ClickableVideo: {layer: 1},BufferingSpinner: {layer: 3,width: 50,height: 50},PlayButton: {id: ""playButton"",layer: 7,image: ""https://mycliplister.com/static/viewer/assets/skins/default/playButton.png"",width: 100,height: 100},PreviewImage: {layer: 6}}})</script>",,https://mycliplister.com/dlc/166608/1cdf081e741b766c6b684d1e8b060a7bb5bbc724a7664c36601cfd17fb448e90d106d850f9008d16fb96d58fa536567ed55bc79dd3c54eea6bf2db3e98b95dcf0040b3cadc6b5225a43fc8cea6ce90e18,GKS_55_GCE_GKS_65_GCE_GK_Professional_110802_fr_20110811.mov,yes
06019E0102,3165140765114,,GDS 12V-115,GDS 12V-115 Boulonneuse,PRO,Bosch,Unmatched endurance coupled with reliability and class-leading performance. Our Heavy Duty products are powered by innovation and technology engineered to outlast.,||Unmatched endurance coupled with reliability and class-leading performance. Our Heavy Duty products are powered by innovation and technology engineered to outlast.,Cordless Impact Wrench,GT PRO,"Bosch´s most compact 12 V impact wrench - with brushless motor and 3/8"" square drive",,"Alsofeatureschargelevelindicator,ElectronicCellProtection,Li-ion,speedselection,andvariablespeed","Perfect handling, even in the tightest spaces and overhead, is supported by its compact design","For greater accuracy while screwdriving, 2-stage Power Control prevents the overtightening of small screws",115 Nm of powerful torque makes it appropriate for conventional cordless impact driver applications,,,,,,,,Electrician,Metal construction,"Plumbing, heating and air conditioning technology",Screwdriving,,GDS 12V-115,,,,,,,,,,,,,,"3,0","2 600,0","0-2,600 rpm",The A-rated noise level of the power tool is typically as follows: Sound pressure level 87 dB(A); Sound power level 100 dB(A). Uncertainty K= 3 dB.,,,12.0 V,"87,0","0,0","100,0","3 100,0","Also features charge level indicator, Electronic Cell Protection, Li-ion, speed selection, and variable speed",Metal|Stone|Wood,M 4 – M 12,"0,0","0-2,700 bpm",Cordless,"0-3,100 bpm","0,0",3/8'' Square,"115,0","2 600,0","1 200,0","0-1,200 rpm","0-3,100 bpm","0-2,600 rpm","0,0","2,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://rbptdcl.azurefd.net/media/fr-FR/06019E0101-GDS-12V-115-fr-FR-o240953v117-P-A-GDS-12V-115-1-5Ah-2-0Ah-2-5Ah-dyn.jpg,https://rbptdcl.azurefd.net/media/fr-FR/06019E0101-GDS-12V-115-fr-FR-o240953v117-P-A-GDS-12V-115-1-5Ah-2-0Ah-2-5Ah-dyn.jpg,,,https://rbptdcl.azurefd.net/media/fr-FR/06019E0101-GDS-12V-115-fr-FR-o376021v117-GDS-12V-115-sos-F4-06019E0101.jpg,,https://rbptdcl.azurefd.net/media/fr-FR/06019E0101-GDS-12V-115-fr-FR-o368257v117-gds-12v-115-1-5ah-2ah-2-5ah-ghost-image-dyn-dimensional.jpg,https://rbptdcl.azurefd.net/media/fr-FR/06019E0101-GDS-12V-115-fr-FR-o368257v117-gds-12v-115-1-5ah-2ah-2-5ah-ghost-image-dyn-dimensional.jpg,https://rbptdcl.azurefd.net/media/fr-FR/06019E0101-GDS-12V-115-fr-FR-o246534v117-A-A-GDS-12V-115.jpg,https://rbptdcl.azurefd.net/media/fr-FR/06019E0101-GDS-12V-115-fr-FR-o361588v117-246535-A-A-GDS-12V-115-Ap5-neu-119603-16-9-update.jpg,,,,,https://rbptdcl.azurefd.net/media/fr-FR/06019E0101-GDS-12V-115-fr-FR-o300481v117-lv-176186-13-Bosch-Bl-Icon-Professional-12V-System.jpg,https://rbptdcl.azurefd.net/media/fr-FR/06019E0101-GDS-12V-115-fr-FR-o131987v117-Bosch-BI-Icon-Headlength-137mm.jpg,https://rbptdcl.azurefd.net/media/fr-FR/06019E0101-GDS-12V-115-fr-FR-o92348v117-Bosch-BI-Icon-Charge-Level-Indicator.jpg,https://rbptdcl.azurefd.net/media/fr-FR/06019E0101-GDS-12V-115-fr-FR-o132725v117-Bosch-BI-Icon-Beltclip-Hook.jpg,https://rbptdcl.azurefd.net/media/fr-FR/06019E0101-GDS-12V-115-fr-FR-o226047v117-Bosch-MT-Icon-LEDLight-Blue-25-HH.jpg,https://rbptdcl.azurefd.net/media/fr-FR/06019E0101-GDS-12V-115-fr-FR-o37224v117-Bosch-BI-Icon-Softgrip.jpg,https://rbptdcl.azurefd.net/media/fr-FR/06019E0101-GDS-12V-115-fr-FR-o246752v117-metal-picto-01.jpg,https://rbptdcl.azurefd.net/media/fr-FR/06019E0101-GDS-12V-115-fr-FR-o246751v117-construction-picto-01.jpg,https://rbptdcl.azurefd.net/media/fr-FR/06019E0101-GDS-12V-115-fr-FR-o211505v21-2609141290-201506.pdf,https://rbptdcl.azurefd.net/media/fr-FR/06019E0101-GDS-12V-115-fr-FR-o387858v21-1600A02EV6-202202.pdf,,,,,,,,,,
601068002,3165140744997,,GOL 26 D,GOL 26 D + BT 160 + GR 500,PRO,Bosch,,,Niveau optique,GT PRO,Robustesse extrême – idéal pour une utilisation en extérieur,,,Prévu pour l’utilisation en extérieur grâce au carter métallique robuste avec protection contre les poussières et projections d’eau (IP 54),Design robuste avec collimateur et niveau à bulle intégrés à l’instrument,Transport sûr grâce au dispositif de blocage du compensateur,,,,,,,,Bâtiment,Aménagements paysagers,,,,GOL 26 D,,,,,,,,,,,,,,,,,,,,,,,,,,Métal|Pierre|Bois,,,,,,,,,,,,,,,,,,,,,,"100,0 m","5/8""",,IP 54,"100,0 m",-10 – 50°C,215 x 135 x 145 mm,1°,"50,0 °C","-20,0 °C",26 x,"± 1,6 mm à 30 m","-10,0 °C",-20 – 70°C,"70,0 °C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://rbptdcl.azurefd.net/media/fr-FR/0601068002-GOL-26-D-fr-FR-o60814v117-GOL-26-D-Dynamik.jpg,https://rbptdcl.azurefd.net/media/fr-FR/0601068002-GOL-26-D-fr-FR-o60814v117-GOL-26-D-Dynamik.jpg,,,https://rbptdcl.azurefd.net/media/fr-FR/0601068002-GOL-26-D-fr-FR-o451658v117-GOL-26-D-SOS-061599400E-V2.jpg,,https://rbptdcl.azurefd.net/media/fr-FR/0601068002-GOL-26-D-fr-FR-o346842v117-GOL-26-D-dyn-dimensional.jpg,https://rbptdcl.azurefd.net/media/fr-FR/0601068002-GOL-26-D-fr-FR-o346842v117-GOL-26-D-dyn-dimensional.jpg,https://rbptdcl.azurefd.net/media/fr-FR/0601068002-GOL-26-D-fr-FR-o64792v117-GOL-Baugrube-II-037416.jpg,https://rbptdcl.azurefd.net/media/fr-FR/0601068002-GOL-26-D-fr-FR-o361390v117-64791-GOL-Strassenbau-037367-16-9-update-T1.jpg,https://rbptdcl.azurefd.net/media/fr-FR/0601068002-GOL-26-D-fr-FR-o64790v117-GOL-Stillife-037449.jpg,,,,https://rbptdcl.azurefd.net/media/fr-FR/0601068002-GOL-26-D-fr-FR-o361966v117-Bosch-MT-Icon-Tolerance-1-6mm30m.jpg,https://rbptdcl.azurefd.net/media/fr-FR/0601068002-GOL-26-D-fr-FR-o361953v117-Bosch-MT-Icon-Magnification-26x.jpg,https://rbptdcl.azurefd.net/media/fr-FR/0601068002-GOL-26-D-fr-FR-o361965v117-Bosch-MT-Icon-Working-Area-max-100-m.jpg,https://rbptdcl.azurefd.net/media/fr-FR/0601068002-GOL-26-D-fr-FR-o225845v117-Bosch-MT-Icon-Protection-IP54-Blue-25-HH.jpg,,,,,,,gol-26-d.pdf,https://www.bosch-professional.com/fr/fr/pdf/productdata/gol-26-d-sheet.pdf?productSku=0601068002,https://www.bosch-professional.com/fr/fr/products/gol-26-d-0601068002,,,,,,,
